有價證券代號及名稱,國際證券辨識號碼(ISIN,Code),上市日,市場別,產業別,CFICode,備註
上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證
700001,昇達科統一2C購03,TW23Z7000011,2023/03/06,上櫃,,RWSCCA,
700002,健喬統一2B購03,TW23Z7000029,2023/03/06,上櫃,,RWSCCA,
700003,群聯統一2A購04,TW23Z7000037,2023/03/06,上櫃,,RWSCCA,
700004,榮剛統一2A購01,TW23Z7000045,2023/03/06,上櫃,,RWSCCA,
700005,茂迪第一29購01,TW23Z7000052,2023/03/06,上櫃,,RWSCCA,
700006,台半元大29購05,TW23Z7000060,2023/03/06,上櫃,,RWSCCA,
700007,光頡元大29購01,TW23Z7000078,2023/03/06,上櫃,,RWSCCA,
700008,明安元大29購02,TW23Z7000086,2023/03/06,上櫃,,RWSCCA,
700009,昇達科元大2A購01,TW23Z7000094,2023/03/06,上櫃,,RWSCCA,
700010,欣銓元大29購01,TW23Z7000102,2023/03/06,上櫃,,RWSCCA,
700011,金居元大29購02,TW23Z7000110,2023/03/06,上櫃,,RWSCCA,
700012,信驊元大29購02,TW23Z7000128,2023/03/06,上櫃,,RWSCCA,
700013,信驊元大29購03,TW23Z7000136,2023/03/06,上櫃,,RWSCCA,
700014,信驊元大2B購01,TW23Z7000144,2023/03/06,上櫃,,RWSCCA,
700015,家登元大2A購02,TW23Z7000151,2023/03/06,上櫃,,RWSCCA,
700016,神盾元大29購01,TW23Z7000169,2023/03/06,上櫃,,RWSCCA,
700017,神盾元大2B購01,TW23Z7000177,2023/03/06,上櫃,,RWSCCA,
700018,晶宏元大2A購01,TW23Z7000185,2023/03/06,上櫃,,RWSCCA,
700019,晶焱元大29購01,TW23Z7000193,2023/03/06,上櫃,,RWSCCA,
700020,群聯元大29購01,TW23Z7000201,2023/03/06,上櫃,,RWSCCA,
700021,鈺太元大29購02,TW23Z7000219,2023/03/06,上櫃,,RWSCCA,
700022,榮剛元大2A購02,TW23Z7000227,2023/03/06,上櫃,,RWSCCA,
700023,廣明元大29購01,TW23Z7000235,2023/03/06,上櫃,,RWSCCA,
700024,廣積元大2A購01,TW23Z7000243,2023/03/06,上櫃,,RWSCCA,
700025,譜瑞元大29購04,TW23Z7000250,2023/03/06,上櫃,,RWSCCA,
700026,譜瑞元大2A購05,TW23Z7000268,2023/03/06,上櫃,,RWSCCA,
700027,譜瑞元大2B購04,TW23Z7000276,2023/03/06,上櫃,,RWSCCA,
700028,元太國票2A購02,TW23Z7000284,2023/03/06,上櫃,,RWSCCA,
700029,台星科國票2A購01,TW23Z7000292,2023/03/06,上櫃,,RWSCCA,
700030,由田國票2A購01,TW23Z7000300,2023/03/06,上櫃,,RWSCCA,
700031,兆利國票29購01,TW23Z7000318,2023/03/06,上櫃,,RWSCCA,
700032,欣銓國票2A購01,TW23Z7000326,2023/03/06,上櫃,,RWSCCA,
700033,信驊國票2A購02,TW23Z7000334,2023/03/06,上櫃,,RWSCCA,
700034,頎邦國票2A購01,TW23Z7000342,2023/03/06,上櫃,,RWSCCA,
700035,德微國票2A購01,TW23Z7000359,2023/03/06,上櫃,,RWSCCA,
700036,大樹群益29購01,TW23Z7000367,2023/03/06,上櫃,,RWSCCA,
700037,元太群益29購01,TW23Z7000375,2023/03/06,上櫃,,RWSCCA,
700038,光頡群益2A購01,TW23Z7000383,2023/03/06,上櫃,,RWSCCA,
700039,合一群益29購01,TW23Z7000391,2023/03/06,上櫃,,RWSCCA,
700040,信驊群益29購04,TW23Z7000409,2023/03/06,上櫃,,RWSCCA,
700041,創惟群益29購01,TW23Z7000417,2023/03/06,上櫃,,RWSCCA,
700042,德微群益29購01,TW23Z7000425,2023/03/06,上櫃,,RWSCCA,
700043,緯軟群益29購01,TW23Z7000433,2023/03/06,上櫃,,RWSCCA,
700044,大江永豐29購02,TW23Z7000441,2023/03/07,上櫃,,RWSCCA,
700045,台星科永豐2A購01,TW23Z7000458,2023/03/07,上櫃,,RWSCCA,
700046,合一永豐2A購06,TW23Z7000466,2023/03/07,上櫃,,RWSCCA,
700047,泰博永豐2A購01,TW23Z7000474,2023/03/07,上櫃,,RWSCCA,
700048,鈊象永豐29購02,TW23Z7000482,2023/03/07,上櫃,,RWSCCA,
700049,聖暉*永豐2B購01,TW23Z7000490,2023/03/07,上櫃,,RWSCCA,
700050,鈺太永豐2A購01,TW23Z7000508,2023/03/07,上櫃,,RWSCCA,
700051,德微永豐2B購01,TW23Z7000516,2023/03/07,上櫃,,RWSCCA,
700052,聯亞永豐2B購01,TW23Z7000524,2023/03/07,上櫃,,RWSCCA,
700053,穩懋永豐2C購01,TW23Z7000532,2023/03/07,上櫃,,RWSCCA,
700054,中美晶兆豐2B購01,TW23Z7000540,2023/03/07,上櫃,,RWSCCA,
700055,台半兆豐2B購01,TW23Z7000557,2023/03/07,上櫃,,RWSCCA,
700056,頎邦兆豐2B購01,TW23Z7000565,2023/03/07,上櫃,,RWSCCA,
700057,中美晶國票2A購01,TW23Z7000573,2023/03/07,上櫃,,RWSCCA,
700058,中菲行國票2A購01,TW23Z7000581,2023/03/07,上櫃,,RWSCCA,
700059,立端國票2A購01,TW23Z7000599,2023/03/07,上櫃,,RWSCCA,
700060,合一國票2A購02,TW23Z7000607,2023/03/07,上櫃,,RWSCCA,
700061,昇達科國票2A購01,TW23Z7000615,2023/03/07,上櫃,,RWSCCA,
700062,宣德國票2A購01,TW23Z7000623,2023/03/07,上櫃,,RWSCCA,
700063,越峰國票2A購01,TW23Z7000631,2023/03/07,上櫃,,RWSCCA,
700064,聖暉*國票2A購01,TW23Z7000649,2023/03/07,上櫃,,RWSCCA,
700065,漢來國票2A購01,TW23Z7000656,2023/03/07,上櫃,,RWSCCA,
700066,廣積國票2A購01,TW23Z7000664,2023/03/07,上櫃,,RWSCCA,
700067,精測中信2A購01,TW23Z7000672,2023/03/07,上櫃,,RWSCCE,
700068,譜瑞中信29購01,TW23Z7000680,2023/03/07,上櫃,,RWSCCE,
700069,鐿鈦中信29購01,TW23Z7000698,2023/03/07,上櫃,,RWSCCE,
700070,台半群益2A購01,TW23Z7000706,2023/03/07,上櫃,,RWSCCA,
700071,兆利群益2B購01,TW23Z7000714,2023/03/07,上櫃,,RWSCCA,
700072,先進光群益29購02,TW23Z7000722,2023/03/07,上櫃,,RWSCCA,
700073,合一群益29購02,TW23Z7000730,2023/03/07,上櫃,,RWSCCA,
700074,艾訊群益29購01,TW23Z7000748,2023/03/07,上櫃,,RWSCCA,
700075,越峰群益29購01,TW23Z7000755,2023/03/07,上櫃,,RWSCCA,
700076,群聯群益29購01,TW23Z7000763,2023/03/07,上櫃,,RWSCCA,
700077,緯軟群益2B購01,TW23Z7000771,2023/03/07,上櫃,,RWSCCA,
700078,元太元大2A購18,TW23Z7000789,2023/03/07,上櫃,,RWSCCA,
700079,元太元大2B購11,TW23Z7000797,2023/03/07,上櫃,,RWSCCA,
700080,六角元大29購03,TW23Z7000805,2023/03/07,上櫃,,RWSCCA,
700081,正基元大29購01,TW23Z7000813,2023/03/07,上櫃,,RWSCCA,
700082,宏捷科元大29購01,TW23Z7000821,2023/03/07,上櫃,,RWSCCA,
700083,明安元大29購03,TW23Z7000839,2023/03/07,上櫃,,RWSCCA,
700084,昇達科元大29購02,TW23Z7000847,2023/03/07,上櫃,,RWSCCA,
700085,胡連元大29購02,TW23Z7000854,2023/03/07,上櫃,,RWSCCA,
700086,健喬元大2A購01,TW23Z7000862,2023/03/07,上櫃,,RWSCCA,
700087,智擎元大29購07,TW23Z7000870,2023/03/07,上櫃,,RWSCCA,
700088,鈊象元大2A購02,TW23Z7000888,2023/03/07,上櫃,,RWSCCA,
700089,群聯元大29購02,TW23Z7000896,2023/03/07,上櫃,,RWSCCA,
700090,聖暉*元大29購01,TW23Z7000904,2023/03/07,上櫃,,RWSCCA,
700091,榮剛元大2A購03,TW23Z7000912,2023/03/07,上櫃,,RWSCCA,
700092,漢來元大29購01,TW23Z7000920,2023/03/07,上櫃,,RWSCCA,
700093,漢磊元大29購03,TW23Z7000938,2023/03/07,上櫃,,RWSCCA,
700094,廣積元大29購01,TW23Z7000946,2023/03/07,上櫃,,RWSCCA,
700095,德微元大29購01,TW23Z7000953,2023/03/07,上櫃,,RWSCCA,
700096,六角元富2A購01,TW23Z7000961,2023/03/07,上櫃,,RWSCCA,
700097,立端元富32購01,TW23Z7000979,2023/03/07,上櫃,,RWSCCA,
700098,宏捷科元富2C購01,TW23Z7000987,2023/03/07,上櫃,,RWSCCA,
700099,鈊象元富29購01,TW23Z7000995,2023/03/07,上櫃,,RWSCCA,
700100,台半康和29購01,TW23Z7001001,2023/03/07,上櫃,,RWSCCA,
700101,亞信康和29購01,TW23Z7001019,2023/03/07,上櫃,,RWSCCA,
700102,健喬康和29購01,TW23Z7001027,2023/03/07,上櫃,,RWSCCA,
700103,元太統一29購01,TW23Z7001035,2023/03/07,上櫃,,RWSCCA,
700104,先進光統一29購03,TW23Z7001043,2023/03/07,上櫃,,RWSCCA,
700105,先進光統一2C購01,TW23Z7001050,2023/03/07,上櫃,,RWSCCA,
700106,良維統一2B購01,TW23Z7001068,2023/03/07,上櫃,,RWSCCA,
700107,振曜統一2B購01,TW23Z7001076,2023/03/07,上櫃,,RWSCCA,
700108,晶宏統一31購01,TW23Z7001084,2023/03/07,上櫃,,RWSCCA,
700109,晶焱統一2B購03,TW23Z7001092,2023/03/07,上櫃,,RWSCCA,
700110,榮剛統一2B購03,TW23Z7001100,2023/03/07,上櫃,,RWSCCA,
700111,漢來統一2C購01,TW23Z7001118,2023/03/07,上櫃,,RWSCCA,
700112,中美晶凱基2A購03,TW23Z7001126,2023/03/07,上櫃,,RWSCCA,
700113,六角凱基29購01,TW23Z7001134,2023/03/07,上櫃,,RWSCCA,
700114,台半凱基29購01,TW23Z7001142,2023/03/07,上櫃,,RWSCCA,
700115,立端凱基2A購02,TW23Z7001159,2023/03/07,上櫃,,RWSCCA,
700116,光頡凱基2A購01,TW23Z7001167,2023/03/07,上櫃,,RWSCCA,
700117,兆利凱基29購01,TW23Z7001175,2023/03/07,上櫃,,RWSCCA,
700118,先進光凱基29購01,TW23Z7001183,2023/03/07,上櫃,,RWSCCA,
700119,建達凱基29購02,TW23Z7001191,2023/03/07,上櫃,,RWSCCA,
700120,振曜凱基2A購02,TW23Z7001209,2023/03/07,上櫃,,RWSCCA,
700121,泰博凱基29購02,TW23Z7001217,2023/03/07,上櫃,,RWSCCA,
700122,健喬凱基2B購01,TW23Z7001225,2023/03/07,上櫃,,RWSCCA,
700123,智擎凱基2B購01,TW23Z7001233,2023/03/07,上櫃,,RWSCCA,
700124,翔名凱基2A購01,TW23Z7001241,2023/03/07,上櫃,,RWSCCA,
700125,閎康凱基29購01,TW23Z7001258,2023/03/07,上櫃,,RWSCCA,
700126,漢來凱基29購01,TW23Z7001266,2023/03/07,上櫃,,RWSCCA,
700127,廣積凱基29購01,TW23Z7001274,2023/03/07,上櫃,,RWSCCA,
700128,撼訊凱基29購02,TW23Z7001282,2023/03/07,上櫃,,RWSCCA,
700129,譜瑞凱基2A購01,TW23Z7001290,2023/03/07,上櫃,,RWSCCA,
700130,亞信元富31購01,TW23Z7001308,2023/03/08,上櫃,,RWSCCA,
700131,創惟國票2A購01,TW23Z7001316,2023/03/08,上櫃,,RWSCCA,
700132,台半永豐29購01,TW23Z7001324,2023/03/08,上櫃,,RWSCCA,
700133,立端永豐2A購01,TW23Z7001332,2023/03/08,上櫃,,RWSCCA,
700134,亞信永豐2B購01,TW23Z7001340,2023/03/08,上櫃,,RWSCCA,
700135,晶宏永豐2A購01,TW23Z7001357,2023/03/08,上櫃,,RWSCCA,
700136,智崴永豐2C購01,TW23Z7001365,2023/03/08,上櫃,,RWSCCA,
700137,廣明永豐2A購02,TW23Z7001373,2023/03/08,上櫃,,RWSCCA,
700138,緯軟永豐2B購02,TW23Z7001381,2023/03/08,上櫃,,RWSCCA,
700139,明安兆豐31購01,TW23Z7001399,2023/03/08,上櫃,,RWSCCA,
700140,由田第一29購01,TW23Z7001407,2023/03/08,上櫃,,RWSCCA,
700141,耕興第一29購01,TW23Z7001415,2023/03/08,上櫃,,RWSCCA,
700142,大田元大29購01,TW23Z7001423,2023/03/08,上櫃,,RWSCCA,
700143,元太元大2A購19,TW23Z7001431,2023/03/08,上櫃,,RWSCCA,
700144,元太元大2B購12,TW23Z7001449,2023/03/08,上櫃,,RWSCCA,
700145,台星科元大29購01,TW23Z7001456,2023/03/08,上櫃,,RWSCCA,
700146,正德元大29購01,TW23Z7001464,2023/03/08,上櫃,,RWSCCA,
700147,正德元大2B購01,TW23Z7001472,2023/03/08,上櫃,,RWSCCA,
700148,宏捷科元大29購02,TW23Z7001480,2023/03/08,上櫃,,RWSCCA,
700149,宏捷科元大2B購01,TW23Z7001498,2023/03/08,上櫃,,RWSCCA,
700150,良維元大2A購02,TW23Z7001506,2023/03/08,上櫃,,RWSCCA,
700151,亞信元大29購01,TW23Z7001514,2023/03/08,上櫃,,RWSCCA,
700152,明安元大29購04,TW23Z7001522,2023/03/08,上櫃,,RWSCCA,
700153,家登元大2A購03,TW23Z7001530,2023/03/08,上櫃,,RWSCCA,
700154,健喬元大2A購02,TW23Z7001548,2023/03/08,上櫃,,RWSCCA,
700155,晶宏元大29購02,TW23Z7001555,2023/03/08,上櫃,,RWSCCA,
700156,鈊象元大2A購03,TW23Z7001563,2023/03/08,上櫃,,RWSCCA,
700157,頎邦元大29購01,TW23Z7001571,2023/03/08,上櫃,,RWSCCA,
700158,榮剛元大2A購04,TW23Z7001589,2023/03/08,上櫃,,RWSCCA,
700159,緯軟元大29購01,TW23Z7001597,2023/03/08,上櫃,,RWSCCA,
700160,大田統一2B購01,TW23Z7001605,2023/03/08,上櫃,,RWSCCA,
700161,亞信統一32購01,TW23Z7001613,2023/03/08,上櫃,,RWSCCA,
700162,晶焱統一31購04,TW23Z7001621,2023/03/08,上櫃,,RWSCCA,
700163,智擎統一31購01,TW23Z7001639,2023/03/08,上櫃,,RWSCCA,
700164,榮剛統一31購02,TW23Z7001647,2023/03/08,上櫃,,RWSCCA,
700165,廣積統一2A購01,TW23Z7001654,2023/03/08,上櫃,,RWSCCA,
700166,榮剛富邦2A購01,TW23Z7001662,2023/03/08,上櫃,,RWSCCA,
700167,先進光中信29購01,TW23Z7001670,2023/03/08,上櫃,,RWSCCE,
700168,亞信中信2A購01,TW23Z7001688,2023/03/08,上櫃,,RWSCCE,
700169,宜鼎中信29購01,TW23Z7001696,2023/03/08,上櫃,,RWSCCE,
700170,廣明中信2B購01,TW23Z7001704,2023/03/08,上櫃,,RWSCCE,
700171,精剛國泰2B購01,TW23Z7001712,2023/03/08,上櫃,,RWSCCA,
700172,元太群益29購02,TW23Z7001720,2023/03/08,上櫃,,RWSCCA,
700173,元太群益29購03,TW23Z7001738,2023/03/08,上櫃,,RWSCCA,
700174,正基群益29購01,TW23Z7001746,2023/03/08,上櫃,,RWSCCA,
700175,宏捷科群益29購02,TW23Z7001753,2023/03/08,上櫃,,RWSCCA,
700176,宜特群益29購02,TW23Z7001761,2023/03/08,上櫃,,RWSCCA,
700177,波若威群益29購01,TW23Z7001779,2023/03/08,上櫃,,RWSCCA,
700178,網家群益29購01,TW23Z7001787,2023/03/08,上櫃,,RWSCCA,
700179,寶雅群益29購01,TW23Z7001795,2023/03/08,上櫃,,RWSCCA,
700180,凡甲凱基2A購01,TW23Z7001803,2023/03/08,上櫃,,RWSCCA,
700181,大田凱基29購01,TW23Z7001811,2023/03/08,上櫃,,RWSCCA,
700182,天宇凱基29購01,TW23Z7001829,2023/03/08,上櫃,,RWSCCA,
700183,瓦城凱基2A購01,TW23Z7001837,2023/03/08,上櫃,,RWSCCA,
700184,先進光凱基2B購01,TW23Z7001845,2023/03/08,上櫃,,RWSCCA,
700185,振曜凱基29購03,TW23Z7001852,2023/03/08,上櫃,,RWSCCA,
700186,耕興凱基2B購01,TW23Z7001860,2023/03/08,上櫃,,RWSCCA,
700187,翔名凱基29購02,TW23Z7001878,2023/03/08,上櫃,,RWSCCA,
700188,華祺凱基29購01,TW23Z7001886,2023/03/08,上櫃,,RWSCCA,
700189,精剛凱基29購02,TW23Z7001894,2023/03/08,上櫃,,RWSCCA,
700190,聯亞凱基29購03,TW23Z7001902,2023/03/08,上櫃,,RWSCCA,
700191,穩懋元富31購01,TW23Z7001910,2023/03/09,上櫃,,RWSCCA,
700192,力旺兆豐2A購01,TW23Z7001928,2023/03/09,上櫃,,RWSCCA,
700193,晶宏兆豐31購01,TW23Z7001936,2023/03/09,上櫃,,RWSCCA,
700194,力旺永豐29購01,TW23Z7001944,2023/03/09,上櫃,,RWSCCA,
700195,安勤永豐2B購01,TW23Z7001951,2023/03/09,上櫃,,RWSCCA,
700196,宏捷科永豐2A購01,TW23Z7001969,2023/03/09,上櫃,,RWSCCA,
700197,振曜永豐2A購01,TW23Z7001977,2023/03/09,上櫃,,RWSCCA,
700198,合晶第一29購01,TW23Z7001985,2023/03/09,上櫃,,RWSCCA,
700199,系統電第一29購01,TW23Z7001993,2023/03/09,上櫃,,RWSCCA,
700200,胡連第一29購01,TW23Z7002009,2023/03/09,上櫃,,RWSCCA,
700201,鈺創第一29購01,TW23Z7002017,2023/03/09,上櫃,,RWSCCA,
700202,力旺元大29購02,TW23Z7002025,2023/03/09,上櫃,,RWSCCA,
700203,力旺元大29購03,TW23Z7002033,2023/03/09,上櫃,,RWSCCA,
700204,力旺元大2B購02,TW23Z7002041,2023/03/09,上櫃,,RWSCCA,
700205,大田元大29購02,TW23Z7002058,2023/03/09,上櫃,,RWSCCA,
700206,信驊元大29購07,TW23Z7002066,2023/03/09,上櫃,,RWSCCA,
700207,信驊元大29購08,TW23Z7002074,2023/03/09,上櫃,,RWSCCA,
700208,信驊元大2B購02,TW23Z7002082,2023/03/09,上櫃,,RWSCCA,
700209,威剛元大29購01,TW23Z7002090,2023/03/09,上櫃,,RWSCCA,
700210,鈊象元大2A購04,TW23Z7002108,2023/03/09,上櫃,,RWSCCA,
700211,聖暉*元大29購02,TW23Z7002116,2023/03/09,上櫃,,RWSCCA,
700212,鈺創元大29購02,TW23Z7002124,2023/03/09,上櫃,,RWSCCA,
700213,漢磊元大29購04,TW23Z7002132,2023/03/09,上櫃,,RWSCCA,
700214,漢磊元大29購05,TW23Z7002140,2023/03/09,上櫃,,RWSCCA,
700215,漢磊元大2B購01,TW23Z7002157,2023/03/09,上櫃,,RWSCCA,
700216,廣積元大2A購02,TW23Z7002165,2023/03/09,上櫃,,RWSCCA,
700217,聯亞元大29購02,TW23Z7002173,2023/03/09,上櫃,,RWSCCA,
700218,榮剛康和29購01,TW23Z7002181,2023/03/09,上櫃,,RWSCCA,
700219,大田統一31購01,TW23Z7002199,2023/03/09,上櫃,,RWSCCA,
700220,台半統一32購01,TW23Z7002207,2023/03/09,上櫃,,RWSCCA,
700221,正德統一29購01,TW23Z7002215,2023/03/09,上櫃,,RWSCCA,
700222,正德統一2B購01,TW23Z7002223,2023/03/09,上櫃,,RWSCCA,
700223,立端統一2C購02,TW23Z7002231,2023/03/09,上櫃,,RWSCCA,
700224,立端統一31購01,TW23Z7002249,2023/03/09,上櫃,,RWSCCA,
700225,良維統一2C購01,TW23Z7002256,2023/03/09,上櫃,,RWSCCA,
700226,宜特統一2B購01,TW23Z7002264,2023/03/09,上櫃,,RWSCCA,
700227,昇達科統一31購01,TW23Z7002272,2023/03/09,上櫃,,RWSCCA,
700228,健喬統一2C購02,TW23Z7002280,2023/03/09,上櫃,,RWSCCA,
700229,鈊象統一2C購02,TW23Z7002298,2023/03/09,上櫃,,RWSCCA,
700230,力旺凱基2A購02,TW23Z7002306,2023/03/09,上櫃,,RWSCCA,
700231,力旺凱基2A購03,TW23Z7002314,2023/03/09,上櫃,,RWSCCA,
700232,元太凱基2A購06,TW23Z7002322,2023/03/09,上櫃,,RWSCCA,
700233,元太凱基2B購03,TW23Z7002330,2023/03/09,上櫃,,RWSCCA,
700234,鈊象凱基29購05,TW23Z7002348,2023/03/09,上櫃,,RWSCCA,
700235,緯軟凱基29購01,TW23Z7002355,2023/03/09,上櫃,,RWSCCA,
700236,力旺麥證2B購01,TW23Z7002363,2023/03/09,上櫃,,RWSCCE,
700237,信驊麥證29購02,TW23Z7002371,2023/03/09,上櫃,,RWSCCE,
700238,光頡中信2A購01,TW23Z7002389,2023/03/09,上櫃,,RWSCCE,
700239,信驊中信29購01,TW23Z7002397,2023/03/09,上櫃,,RWSCCE,
700240,耕興中信2A購01,TW23Z7002405,2023/03/09,上櫃,,RWSCCE,
700241,力旺群益2A購03,TW23Z7002413,2023/03/09,上櫃,,RWSCCA,
700242,大田群益29購01,TW23Z7002421,2023/03/09,上櫃,,RWSCCA,
700243,大學光群益2A購01,TW23Z7002439,2023/03/09,上櫃,,RWSCCA,
700244,台半群益2A購02,TW23Z7002447,2023/03/09,上櫃,,RWSCCA,
700245,台星科群益29購01,TW23Z7002454,2023/03/09,上櫃,,RWSCCA,
700246,立端群益2A購02,TW23Z7002462,2023/03/09,上櫃,,RWSCCA,
700247,先進光群益29購03,TW23Z7002470,2023/03/09,上櫃,,RWSCCA,
700248,家登群益2B購01,TW23Z7002488,2023/03/09,上櫃,,RWSCCA,
700249,博智群益29購01,TW23Z7002496,2023/03/09,上櫃,,RWSCCA,
700250,翔名群益29購01,TW23Z7002504,2023/03/09,上櫃,,RWSCCA,
700251,漢磊群益2A購01,TW23Z7002512,2023/03/09,上櫃,,RWSCCA,
700252,譜瑞群益2A購02,TW23Z7002520,2023/03/09,上櫃,,RWSCCA,
700253,大田元大29購03,TW23Z7002538,2023/03/10,上櫃,,RWSCCA,
700254,中美晶元大29購02,TW23Z7002546,2023/03/10,上櫃,,RWSCCA,
700255,元太元大2A購20,TW23Z7002553,2023/03/10,上櫃,,RWSCCA,
700256,台半元大29購06,TW23Z7002561,2023/03/10,上櫃,,RWSCCA,
700257,瓦城元大29購01,TW23Z7002579,2023/03/10,上櫃,,RWSCCA,
700258,立端元大29購03,TW23Z7002587,2023/03/10,上櫃,,RWSCCA,
700259,先進光元大2A購01,TW23Z7002595,2023/03/10,上櫃,,RWSCCA,
700260,宏捷科元大29購03,TW23Z7002603,2023/03/10,上櫃,,RWSCCA,
700261,昇達科元大29購03,TW23Z7002611,2023/03/10,上櫃,,RWSCCA,
700262,信驊元大29購12,TW23Z7002629,2023/03/10,上櫃,,RWSCCA,
700263,信驊元大29購13,TW23Z7002637,2023/03/10,上櫃,,RWSCCA,
700264,信驊元大2B購03,TW23Z7002645,2023/03/10,上櫃,,RWSCCA,
700265,茂達元大29購01,TW23Z7002652,2023/03/10,上櫃,,RWSCCA,
700266,泰博元大29購01,TW23Z7002660,2023/03/10,上櫃,,RWSCCA,
700267,泰博元大2B購01,TW23Z7002678,2023/03/10,上櫃,,RWSCCA,
700268,健喬元大2A購03,TW23Z7002686,2023/03/10,上櫃,,RWSCCA,
700269,勝品元大29購02,TW23Z7002694,2023/03/10,上櫃,,RWSCCA,
700270,晶焱元大29購02,TW23Z7002702,2023/03/10,上櫃,,RWSCCA,
700271,鈊象元大2A購05,TW23Z7002710,2023/03/10,上櫃,,RWSCCA,
700272,網家元大29購01,TW23Z7002728,2023/03/10,上櫃,,RWSCCA,
700273,廣明元大29購02,TW23Z7002736,2023/03/10,上櫃,,RWSCCA,
700274,天宇凱基2C購01,TW23Z7002744,2023/03/10,上櫃,,RWSCCA,
700275,光頡凱基29購01,TW23Z7002751,2023/03/10,上櫃,,RWSCCA,
700276,先進光凱基2B購02,TW23Z7002769,2023/03/10,上櫃,,RWSCCA,
700277,同致凱基2A購01,TW23Z7002777,2023/03/10,上櫃,,RWSCCA,
700278,良維凱基29購02,TW23Z7002785,2023/03/10,上櫃,,RWSCCA,
700279,廣積凱基29購02,TW23Z7002793,2023/03/10,上櫃,,RWSCCA,
700280,先進光中信2A購01,TW23Z7002801,2023/03/10,上櫃,,RWSCCE,
700281,榮剛中信29購01,TW23Z7002819,2023/03/10,上櫃,,RWSCCE,
700282,先進光麥證2A購01,TW23Z7002827,2023/03/10,上櫃,,RWSCCE,
700283,榮剛麥證29購01,TW23Z7002835,2023/03/10,上櫃,,RWSCCE,
700284,台半群益29購01,TW23Z7002843,2023/03/10,上櫃,,RWSCCA,
700285,同致群益29購01,TW23Z7002850,2023/03/10,上櫃,,RWSCCA,
700286,台星科永豐29購01,TW23Z7002868,2023/03/10,上櫃,,RWSCCA,
700287,瓦城永豐2C購01,TW23Z7002876,2023/03/10,上櫃,,RWSCCA,
700288,先進光永豐31購01,TW23Z7002884,2023/03/10,上櫃,,RWSCCA,
700289,均豪永豐29購01,TW23Z7002892,2023/03/10,上櫃,,RWSCCA,
700290,朋程永豐2A購01,TW23Z7002900,2023/03/10,上櫃,,RWSCCA,
700291,創惟永豐2C購01,TW23Z7002918,2023/03/10,上櫃,,RWSCCA,
700292,鈊象永豐2B購01,TW23Z7002926,2023/03/10,上櫃,,RWSCCA,
700293,頎邦永豐2A購01,TW23Z7002934,2023/03/10,上櫃,,RWSCCA,
700294,元太台新29購01,TW23Z7002942,2023/03/10,上櫃,,RWSCCE,
700295,榮剛兆豐2A購02,TW23Z7002959,2023/03/10,上櫃,,RWSCCA,
700296,中探針統一33購01,TW23Z7002967,2023/03/10,上櫃,,RWSCCA,
700297,中探針統一33購02,TW23Z7002975,2023/03/10,上櫃,,RWSCCA,
700298,台半統一32購02,TW23Z7002983,2023/03/10,上櫃,,RWSCCA,
700299,立端統一31購02,TW23Z7002991,2023/03/10,上櫃,,RWSCCA,
700300,宜特統一2B購02,TW23Z7003007,2023/03/10,上櫃,,RWSCCA,
700301,昇達科統一2C購04,TW23Z7003015,2023/03/10,上櫃,,RWSCCA,
700302,威剛統一2C購02,TW23Z7003023,2023/03/10,上櫃,,RWSCCA,
700303,家登統一34購01,TW23Z7003031,2023/03/10,上櫃,,RWSCCA,
700304,振曜統一31購01,TW23Z7003049,2023/03/10,上櫃,,RWSCCA,
700305,耕興統一2B購02,TW23Z7003056,2023/03/10,上櫃,,RWSCCA,
700306,晶宏統一2B購03,TW23Z7003064,2023/03/10,上櫃,,RWSCCA,
700307,晶宏統一31購02,TW23Z7003072,2023/03/10,上櫃,,RWSCCA,
700308,智擎統一32購01,TW23Z7003080,2023/03/10,上櫃,,RWSCCA,
700309,欣銓富邦2A購01,TW23Z7003098,2023/03/10,上櫃,,RWSCCA,
700310,台半元富31購01,TW23Z7003106,2023/03/10,上櫃,,RWSCCA,
700311,鈺創元富2A購01,TW23Z7003114,2023/03/10,上櫃,,RWSCCA,
700312,台星科國票2A購02,TW23Z7003122,2023/03/10,上櫃,,RWSCCA,
700313,伍豐國票2A購01,TW23Z7003130,2023/03/10,上櫃,,RWSCCA,
700314,先進光國票2A購01,TW23Z7003148,2023/03/10,上櫃,,RWSCCA,
700315,系統電國票2A購01,TW23Z7003155,2023/03/10,上櫃,,RWSCCA,
700316,良維國票2A購01,TW23Z7003163,2023/03/10,上櫃,,RWSCCA,
700317,亞信國票2A購01,TW23Z7003171,2023/03/10,上櫃,,RWSCCA,
700318,昇達科國票29購01,TW23Z7003189,2023/03/10,上櫃,,RWSCCA,
700319,智崴國票2A購01,TW23Z7003197,2023/03/10,上櫃,,RWSCCA,
700320,華祺國票29購01,TW23Z7003205,2023/03/10,上櫃,,RWSCCA,
700321,鈺創國票2A購01,TW23Z7003213,2023/03/10,上櫃,,RWSCCA,
700322,緯軟國票2A購02,TW23Z7003221,2023/03/10,上櫃,,RWSCCA,
700323,聯亞國票2A購01,TW23Z7003239,2023/03/10,上櫃,,RWSCCA,
